Person1_Age,Person2_Age,Person1_Gender,Person2_Gender,Same_Last_Name,Marital_Status,Living_Together_Duration,Household_Role_P1,Household_Role_P2,Relationship_Label
72,36,Female,Male,Yes,Single,18.5,Grandmother,Grandson,Grandmother-Grandson
43,38,Male,Male,Yes,Single,22.4,Brother,Brother,Brother-Brother
60,13,Male,Female,Yes,Widowed,27.1,Grandfather,Granddaughter,Grandfather-Granddaughter
69,6,Female,Female,Yes,Married,0.7,Grandmother,Granddaughter,Grandmother-Granddaughter
86,39,Male,Male,Yes,Married,10.8,Grandfather,Grandson,Grandfather-Grandson
34,43,Male,Female,Yes,Single,1.2,Brother,Sister,Brother-Sister
53,8,Female,Male,Yes,Widowed,28.4,Grandmother,Grandson,Grandmother-Grandson
80,43,Male,Female,Yes,Married,28.4,Grandfather,Granddaughter,Grandfather-Granddaughter
26,24,Female,Female,Yes,Single,8.5,Sister,Sister,Sister-Sister
59,39,Female,Female,Yes,Married,4.8,Mother,Daughter,Mother-Daughter
63,52,Male,Male,No,Single,21.0,Roommate,Roommate,Unrelated
43,44,Male,Female,Yes,Married,26.9,Husband,Wife,Husband-Wife
53,55,Male,Female,Yes,Married,20.3,Husband,Wife,Husband-Wife
62,23,Male,Female,Yes,Married,7.1,Grandfather,Granddaughter,Grandfather-Granddaughter
48,15,Male,Male,Yes,Widowed,12.6,Father,Son,Father-Son
63,16,Female,Female,Yes,Widowed,22.6,Mother,Daughter,Mother-Daughter
39,37,Male,Female,Yes,Single,16.2,Brother,Sister,Brother-Sister
68,69,Male,Female,Yes,Married,28.4,Husband,Wife,Husband-Wife
29,6,Female,Female,Yes,Married,22.7,Mother,Daughter,Mother-Daughter
69,29,Female,Female,Yes,Widowed,21.8,Grandmother,Granddaughter,Grandmother-Granddaughter
42,37,Female,Female,Yes,Single,24.0,Sister,Sister,Sister-Sister
49,21,Female,Female,Yes,Widowed,8.4,Mother,Daughter,Mother-Daughter
56,16,Female,Female,Yes,Married,10.6,Grandmother,Granddaughter,Grandmother-Granddaughter
31,34,Male,Male,Yes,Single,1.1,Brother,Brother,Brother-Brother
31,13,Male,Male,Yes,Single,17.3,Father,Son,Father-Son
51,3,Male,Female,Yes,Single,29.8,Grandfather,Granddaughter,Grandfather-Granddaughter
38,17,Male,Female,Yes,Widowed,1.0,Father,Daughter,Father-Daughter
49,5,Male,Male,Yes,Married,29.6,Father,Son,Father-Son
48,19,Male,Female,Yes,Married,17.2,Father,Daughter,Father-Daughter
62,4,Female,Male,Yes,Divorced,4.3,Grandmother,Grandson,Grandmother-Grandson
47,2,Female,Male,Yes,Divorced,1.1,Mother,Son,Mother-Son
50,10,Female,Female,Yes,Widowed,29.4,Mother,Daughter,Mother-Daughter
46,22,Female,Female,Yes,Widowed,12.4,Mother,Daughter,Mother-Daughter
28,10,Male,Female,Yes,Single,7.5,Father,Daughter,Father-Daughter
57,6,Female,Male,Yes,Married,10.2,Mother,Son,Mother-Son
46,5,Female,Female,Yes,Widowed,21.6,Mother,Daughter,Mother-Daughter
41,46,Male,Male,Yes,Single,24.2,Brother,Brother,Brother-Brother
65,23,Female,Male,No,Single,17.0,Roommate,Roommate,Unrelated
52,34,Female,Male,Yes,Widowed,24.0,Mother,Son,Mother-Son
11,13,Male,Male,Yes,Single,3.9,Brother,Brother,Brother-Brother
79,11,Male,Male,Yes,Single,3.9,Grandfather,Grandson,Grandfather-Grandson
65,21,Female,Female,Yes,Single,29.4,Mother,Daughter,Mother-Daughter
58,21,Female,Female,Yes,Divorced,16.1,Mother,Daughter,Mother-Daughter
86,50,Female,Male,Yes,Divorced,29.2,Grandmother,Grandson,Grandmother-Grandson
88,35,Male,Male,Yes,Widowed,23.0,Grandfather,Grandson,Grandfather-Grandson
68,25,Male,Female,Yes,Married,7.1,Father,Daughter,Father-Daughter
82,34,Female,Male,Yes,Divorced,5.2,Grandmother,Grandson,Grandmother-Grandson
49,41,Male,Male,Yes,Single,18.9,Brother,Brother,Brother-Brother
16,17,Male,Male,Yes,Single,15.7,Brother,Brother,Brother-Brother
87,20,Female,Male,Yes,Married,9.8,Grandmother,Grandson,Grandmother-Grandson
53,49,Male,Female,Yes,Married,10.6,Husband,Wife,Husband-Wife
88,3,Female,Male,Yes,Widowed,7.5,Grandmother,Grandson,Grandmother-Grandson
89,2,Female,Male,Yes,Married,29.4,Grandmother,Grandson,Grandmother-Grandson
53,44,Male,Female,Yes,Married,2.0,Husband,Wife,Husband-Wife
48,41,Male,Female,Yes,Married,24.2,Husband,Wife,Husband-Wife
23,16,Male,Female,Yes,Single,21.2,Brother,Sister,Brother-Sister
46,39,Male,Female,Yes,Married,7.7,Husband,Wife,Husband-Wife
53,10,Male,Female,Yes,Single,15.8,Grandfather,Granddaughter,Grandfather-Granddaughter
33,9,Male,Male,Yes,Widowed,5.9,Father,Son,Father-Son
53,56,Male,Female,Yes,Married,14.9,Husband,Wife,Husband-Wife
39,30,Male,Female,Yes,Married,4.2,Husband,Wife,Husband-Wife
46,4,Male,Female,Yes,Widowed,28.1,Father,Daughter,Father-Daughter
77,15,Male,Female,Yes,Married,20.5,Grandfather,Granddaughter,Grandfather-Granddaughter
65,2,Female,Female,Yes,Widowed,9.1,Grandmother,Granddaughter,Grandmother-Granddaughter
32,9,Male,Female,Yes,Divorced,28.3,Father,Daughter,Father-Daughter
63,15,Female,Male,Yes,Divorced,19.9,Mother,Son,Mother-Son
62,21,Male,Male,No,Single,1.8,Roommate,Roommate,Unrelated
40,22,Female,Male,Yes,Single,28.9,Mother,Son,Mother-Son
37,13,Male,Male,Yes,Single,3.9,Father,Son,Father-Son
35,36,Male,Male,No,Single,8.9,Roommate,Roommate,Unrelated
60,14,Male,Male,Yes,Divorced,14.8,Father,Son,Father-Son
43,18,Female,Female,Yes,Married,9.7,Mother,Daughter,Mother-Daughter
71,19,Male,Female,Yes,Widowed,5.2,Grandfather,Granddaughter,Grandfather-Granddaughter
18,48,Female,Female,No,Single,11.3,Roommate,Roommate,Unrelated
78,0,Male,Male,Yes,Divorced,8.8,Grandfather,Grandson,Grandfather-Grandson
32,9,Male,Male,Yes,Widowed,15.8,Father,Son,Father-Son
78,39,Male,Female,Yes,Divorced,21.2,Grandfather,Granddaughter,Grandfather-Granddaughter
36,10,Male,Female,Yes,Married,16.4,Father,Daughter,Father-Daughter
90,43,Male,Female,Yes,Married,15.0,Grandfather,Granddaughter,Grandfather-Granddaughter
66,20,Female,Male,Yes,Widowed,22.8,Grandmother,Grandson,Grandmother-Grandson
50,52,Female,Female,Yes,Single,11.6,Sister,Sister,Sister-Sister
38,43,Female,Female,Yes,Single,15.4,Sister,Sister,Sister-Sister
33,32,Male,Female,Yes,Single,21.1,Brother,Sister,Brother-Sister
23,18,Female,Female,Yes,Single,12.3,Sister,Sister,Sister-Sister
21,23,Female,Female,Yes,Single,27.0,Sister,Sister,Sister-Sister
56,20,Female,Male,Yes,Single,12.7,Grandmother,Grandson,Grandmother-Grandson
9,9,Male,Male,Yes,Single,13.9,Brother,Brother,Brother-Brother
75,7,Male,Male,Yes,Widowed,10.8,Grandfather,Grandson,Grandfather-Grandson
46,53,Male,Male,Yes,Single,14.9,Brother,Brother,Brother-Brother
24,23,Male,Female,Yes,Single,9.6,Brother,Sister,Brother-Sister
53,60,Female,Female,Yes,Single,21.9,Sister,Sister,Sister-Sister
68,6,Male,Male,Yes,Married,27.2,Father,Son,Father-Son
62,12,Female,Female,Yes,Married,4.2,Grandmother,Granddaughter,Grandmother-Granddaughter
15,19,Male,Female,Yes,Single,29.8,Brother,Sister,Brother-Sister
44,45,Male,Female,Yes,Single,26.8,Brother,Sister,Brother-Sister
30,5,Male,Male,Yes,Married,15.0,Father,Son,Father-Son
28,10,Male,Female,Yes,Divorced,15.8,Father,Daughter,Father-Daughter
78,16,Male,Female,Yes,Divorced,20.0,Grandfather,Granddaughter,Grandfather-Granddaughter
26,18,Male,Female,Yes,Married,28.9,Husband,Wife,Husband-Wife
63,27,Female,Male,Yes,Single,5.1,Grandmother,Grandson,Grandmother-Grandson
57,54,Male,Female,Yes,Married,29.6,Husband,Wife,Husband-Wife
33,34,Male,Female,Yes,Single,12.5,Brother,Sister,Brother-Sister
85,3,Male,Male,Yes,Single,7.6,Grandfather,Grandson,Grandfather-Grandson
46,35,Male,Female,Yes,Married,24.9,Husband,Wife,Husband-Wife
28,1,Male,Female,Yes,Single,29.5,Father,Daughter,Father-Daughter
18,28,Male,Female,Yes,Single,4.7,Brother,Sister,Brother-Sister
25,52,Male,Female,No,Single,13.3,Roommate,Roommate,Unrelated
43,39,Female,Male,No,Single,25.9,Roommate,Roommate,Unrelated
55,1,Female,Female,Yes,Divorced,27.9,Grandmother,Granddaughter,Grandmother-Granddaughter
30,6,Male,Male,Yes,Married,15.9,Father,Son,Father-Son
88,9,Male,Female,Yes,Widowed,4.4,Grandfather,Granddaughter,Grandfather-Granddaughter
34,14,Female,Female,Yes,Widowed,22.7,Mother,Daughter,Mother-Daughter
58,60,Female,Female,Yes,Single,0.7,Sister,Sister,Sister-Sister
42,46,Female,Female,Yes,Single,6.5,Sister,Sister,Sister-Sister
36,9,Male,Male,Yes,Widowed,19.3,Father,Son,Father-Son
49,13,Female,Female,Yes,Widowed,2.2,Mother,Daughter,Mother-Daughter
29,33,Male,Male,Yes,Single,26.9,Brother,Brother,Brother-Brother
60,0,Male,Male,Yes,Widowed,19.3,Father,Son,Father-Son
31,6,Male,Male,Yes,Single,23.3,Father,Son,Father-Son
57,9,Female,Male,Yes,Widowed,6.3,Mother,Son,Mother-Son
55,0,Female,Male,Yes,Single,18.5,Grandmother,Grandson,Grandmother-Grandson
62,18,Male,Female,Yes,Married,24.3,Grandfather,Granddaughter,Grandfather-Granddaughter
42,46,Male,Female,Yes,Married,19.1,Husband,Wife,Husband-Wife
52,2,Female,Female,Yes,Widowed,24.9,Mother,Daughter,Mother-Daughter
76,25,Male,Female,Yes,Divorced,12.8,Grandfather,Granddaughter,Grandfather-Granddaughter
28,35,Male,Male,Yes,Single,21.4,Brother,Brother,Brother-Brother
31,50,Male,Male,No,Single,12.9,Roommate,Roommate,Unrelated
32,14,Male,Male,Yes,Divorced,1.5,Father,Son,Father-Son
56,17,Female,Male,Yes,Divorced,23.6,Grandmother,Grandson,Grandmother-Grandson
70,23,Male,Male,Yes,Married,2.0,Grandfather,Grandson,Grandfather-Grandson
43,16,Male,Male,Yes,Married,19.2,Father,Son,Father-Son
53,35,Male,Female,Yes,Single,20.6,Father,Daughter,Father-Daughter
80,9,Female,Female,Yes,Married,13.2,Grandmother,Granddaughter,Grandmother-Granddaughter
49,23,Male,Female,Yes,Divorced,13.3,Father,Daughter,Father-Daughter
51,4,Female,Female,Yes,Divorced,18.4,Grandmother,Granddaughter,Grandmother-Granddaughter
27,37,Female,Female,Yes,Single,28.6,Sister,Sister,Sister-Sister
82,21,Male,Male,Yes,Divorced,20.7,Grandfather,Grandson,Grandfather-Grandson
60,20,Female,Female,Yes,Widowed,28.3,Grandmother,Granddaughter,Grandmother-Granddaughter
28,32,Male,Male,Yes,Single,19.6,Brother,Brother,Brother-Brother
60,28,Female,Male,Yes,Widowed,29.5,Mother,Son,Mother-Son
30,0,Male,Male,Yes,Widowed,18.2,Father,Son,Father-Son
71,19,Male,Female,Yes,Divorced,1.5,Grandfather,Granddaughter,Grandfather-Granddaughter
37,9,Female,Female,Yes,Married,21.0,Mother,Daughter,Mother-Daughter
82,6,Female,Male,Yes,Widowed,19.5,Grandmother,Grandson,Grandmother-Grandson
47,49,Female,Female,Yes,Single,14.8,Sister,Sister,Sister-Sister
62,6,Female,Female,Yes,Widowed,19.4,Grandmother,Granddaughter,Grandmother-Granddaughter
31,31,Male,Female,Yes,Married,6.3,Husband,Wife,Husband-Wife
29,1,Male,Male,Yes,Divorced,1.4,Father,Son,Father-Son
60,54,Male,Male,Yes,Single,6.7,Brother,Brother,Brother-Brother
51,6,Male,Female,Yes,Married,16.5,Grandfather,Granddaughter,Grandfather-Granddaughter
25,20,Male,Female,Yes,Single,22.0,Brother,Sister,Brother-Sister
47,22,Female,Female,Yes,Widowed,6.6,Mother,Daughter,Mother-Daughter
63,43,Female,Female,Yes,Married,7.2,Mother,Daughter,Mother-Daughter
53,55,Male,Female,No,Single,8.1,Roommate,Roommate,Unrelated
49,11,Female,Male,Yes,Married,20.4,Mother,Son,Mother-Son
83,38,Male,Female,Yes,Married,27.4,Grandfather,Granddaughter,Grandfather-Granddaughter
33,10,Female,Male,Yes,Widowed,12.3,Mother,Son,Mother-Son
82,7,Male,Male,Yes,Single,10.0,Grandfather,Grandson,Grandfather-Grandson
78,40,Male,Female,Yes,Divorced,28.1,Grandfather,Granddaughter,Grandfather-Granddaughter
51,63,Male,Female,No,Single,13.5,Roommate,Roommate,Unrelated
24,62,Male,Female,No,Single,13.8,Roommate,Roommate,Unrelated
51,3,Female,Male,Yes,Divorced,29.1,Grandmother,Grandson,Grandmother-Grandson
29,56,Male,Male,No,Single,25.4,Roommate,Roommate,Unrelated
43,22,Male,Male,Yes,Single,18.6,Father,Son,Father-Son
58,56,Male,Female,Yes,Single,20.3,Brother,Sister,Brother-Sister
76,20,Female,Female,Yes,Single,15.4,Grandmother,Granddaughter,Grandmother-Granddaughter
37,16,Female,Male,Yes,Single,17.6,Mother,Son,Mother-Son
42,6,Male,Male,Yes,Widowed,10.0,Father,Son,Father-Son
55,54,Male,Female,Yes,Single,22.7,Brother,Sister,Brother-Sister
38,5,Male,Male,Yes,Married,29.9,Father,Son,Father-Son
54,35,Male,Female,Yes,Widowed,26.1,Father,Daughter,Father-Daughter
56,20,Female,Male,Yes,Divorced,13.5,Grandmother,Grandson,Grandmother-Grandson
54,47,Male,Female,Yes,Single,21.2,Brother,Sister,Brother-Sister
57,4,Male,Male,Yes,Single,7.8,Grandfather,Grandson,Grandfather-Grandson
34,5,Female,Male,Yes,Married,3.3,Mother,Son,Mother-Son
30,28,Male,Female,Yes,Single,10.5,Brother,Sister,Brother-Sister
54,46,Female,Female,Yes,Single,20.1,Sister,Sister,Sister-Sister
31,6,Female,Female,Yes,Widowed,14.8,Mother,Daughter,Mother-Daughter
65,45,Female,Female,Yes,Single,1.1,Mother,Daughter,Mother-Daughter
61,26,Female,Female,Yes,Widowed,7.2,Grandmother,Granddaughter,Grandmother-Granddaughter
68,23,Male,Male,Yes,Single,27.6,Grandfather,Grandson,Grandfather-Grandson
47,27,Male,Male,Yes,Divorced,6.7,Father,Son,Father-Son
63,3,Male,Female,Yes,Divorced,6.9,Father,Daughter,Father-Daughter
56,15,Female,Female,Yes,Single,12.1,Grandmother,Granddaughter,Grandmother-Granddaughter
54,12,Female,Male,Yes,Married,30.0,Mother,Son,Mother-Son
60,37,Male,Male,Yes,Married,11.0,Father,Son,Father-Son
63,23,Male,Female,Yes,Single,21.3,Grandfather,Granddaughter,Grandfather-Granddaughter
51,22,Female,Female,Yes,Divorced,13.2,Mother,Daughter,Mother-Daughter
70,25,Female,Female,Yes,Married,28.5,Grandmother,Granddaughter,Grandmother-Granddaughter
31,6,Female,Female,Yes,Divorced,8.4,Mother,Daughter,Mother-Daughter
41,3,Female,Male,Yes,Single,24.7,Mother,Son,Mother-Son
56,12,Male,Male,Yes,Divorced,4.3,Grandfather,Grandson,Grandfather-Grandson
75,11,Female,Male,Yes,Married,2.4,Grandmother,Grandson,Grandmother-Grandson
50,62,Male,Female,Yes,Married,12.8,Husband,Wife,Husband-Wife
25,60,Female,Male,No,Single,20.1,Roommate,Roommate,Unrelated
47,21,Male,Female,Yes,Single,7.4,Father,Daughter,Father-Daughter
50,14,Male,Female,Yes,Married,19.5,Father,Daughter,Father-Daughter
56,37,Male,Female,Yes,Married,5.7,Father,Daughter,Father-Daughter
53,28,Female,Female,Yes,Married,10.4,Mother,Daughter,Mother-Daughter
61,43,Female,Female,Yes,Married,15.5,Mother,Daughter,Mother-Daughter
52,10,Male,Female,Yes,Married,3.3,Grandfather,Granddaughter,Grandfather-Granddaughter
12,13,Male,Male,Yes,Single,10.1,Brother,Brother,Brother-Brother
48,37,Male,Male,Yes,Single,22.2,Roommate,Roommate,Unrelated
61,25,Male,Female,Yes,Widowed,18.2,Grandfather,Granddaughter,Grandfather-Granddaughter
58,6,Female,Female,Yes,Married,26.4,Grandmother,Granddaughter,Grandmother-Granddaughter
42,22,Male,Female,Yes,Married,1.4,Father,Daughter,Father-Daughter
48,42,Male,Male,Yes,Single,23.9,Brother,Brother,Brother-Brother
86,16,Female,Female,Yes,Married,22.8,Grandmother,Granddaughter,Grandmother-Granddaughter
41,7,Female,Male,Yes,Single,28.1,Mother,Son,Mother-Son
42,21,Male,Female,No,Single,3.7,Roommate,Roommate,Unrelated
28,28,Male,Male,Yes,Single,20.5,Brother,Brother,Brother-Brother
36,6,Female,Male,Yes,Widowed,10.1,Mother,Son,Mother-Son
24,32,Male,Male,Yes,Single,11.6,Brother,Brother,Brother-Brother
51,53,Male,Female,Yes,Married,8.6,Husband,Wife,Husband-Wife
35,14,Female,Male,Yes,Divorced,10.3,Mother,Son,Mother-Son
46,46,Male,Male,Yes,Single,18.7,Brother,Brother,Brother-Brother
58,52,Female,Female,Yes,Single,19.0,Sister,Sister,Sister-Sister
46,6,Female,Male,Yes,Single,26.2,Mother,Son,Mother-Son
52,44,Female,Female,Yes,Single,5.0,Sister,Sister,Sister-Sister
34,13,Male,Male,Yes,Single,16.0,Father,Son,Father-Son
8,2,Male,Female,Yes,Single,3.5,Brother,Sister,Brother-Sister
90,1,Female,Male,Yes,Married,20.1,Grandmother,Grandson,Grandmother-Grandson
41,48,Male,Female,Yes,Married,8.3,Husband,Wife,Husband-Wife
16,7,Male,Male,Yes,Single,27.9,Brother,Brother,Brother-Brother
15,18,Male,Male,Yes,Single,5.2,Brother,Brother,Brother-Brother
44,51,Male,Female,Yes,Married,19.8,Husband,Wife,Husband-Wife
34,13,Male,Male,Yes,Single,8.9,Father,Son,Father-Son
89,24,Male,Male,Yes,Divorced,22.5,Grandfather,Grandson,Grandfather-Grandson
41,6,Female,Male,Yes,Widowed,7.4,Mother,Son,Mother-Son
61,23,Male,Female,Yes,Widowed,5.5,Grandfather,Granddaughter,Grandfather-Granddaughter
58,37,Female,Female,Yes,Single,19.9,Mother,Daughter,Mother-Daughter
88,16,Male,Female,Yes,Married,4.3,Grandfather,Granddaughter,Grandfather-Granddaughter
80,42,Female,Female,Yes,Married,11.8,Grandmother,Granddaughter,Grandmother-Granddaughter
81,27,Female,Male,Yes,Divorced,6.1,Grandmother,Grandson,Grandmother-Grandson
61,40,Female,Female,Yes,Widowed,21.8,Mother,Daughter,Mother-Daughter
87,51,Male,Male,Yes,Divorced,4.8,Grandfather,Grandson,Grandfather-Grandson
69,13,Male,Male,Yes,Divorced,20.5,Father,Son,Father-Son
87,34,Female,Male,Yes,Divorced,8.4,Grandmother,Grandson,Grandmother-Grandson
55,32,Female,Female,Yes,Married,27.8,Mother,Daughter,Mother-Daughter
39,13,Female,Male,Yes,Single,5.7,Mother,Son,Mother-Son
20,16,Male,Male,Yes,Single,14.0,Brother,Brother,Brother-Brother
62,12,Female,Female,Yes,Single,24.3,Mother,Daughter,Mother-Daughter
64,25,Male,Female,Yes,Single,9.4,Father,Daughter,Father-Daughter
45,47,Male,Female,Yes,Married,24.3,Husband,Wife,Husband-Wife
45,40,Female,Female,Yes,Single,24.9,Sister,Sister,Sister-Sister
14,15,Male,Male,Yes,Single,1.2,Brother,Brother,Brother-Brother
69,18,Female,Male,Yes,Married,24.8,Grandmother,Grandson,Grandmother-Grandson
82,34,Male,Female,Yes,Widowed,26.5,Grandfather,Granddaughter,Grandfather-Granddaughter
61,11,Female,Male,Yes,Married,1.7,Mother,Son,Mother-Son
78,35,Male,Female,Yes,Divorced,1.2,Grandfather,Granddaughter,Grandfather-Granddaughter
61,40,Female,Female,Yes,Divorced,10.3,Mother,Daughter,Mother-Daughter
9,6,Male,Female,Yes,Single,12.4,Brother,Sister,Brother-Sister
81,1,Male,Female,Yes,Widowed,2.7,Grandfather,Granddaughter,Grandfather-Granddaughter
26,33,Female,Female,Yes,Single,1.0,Sister,Sister,Sister-Sister
29,11,Male,Male,Yes,Single,11.5,Father,Son,Father-Son
74,16,Female,Male,Yes,Single,17.7,Grandmother,Grandson,Grandmother-Grandson
51,6,Male,Male,Yes,Widowed,20.3,Father,Son,Father-Son
67,24,Male,Male,Yes,Single,19.0,Father,Son,Father-Son
74,18,Female,Female,Yes,Widowed,10.2,Grandmother,Granddaughter,Grandmother-Granddaughter
64,22,Female,Male,Yes,Widowed,20.2,Mother,Son,Mother-Son
60,11,Female,Female,Yes,Divorced,22.3,Mother,Daughter,Mother-Daughter
65,4,Female,Male,Yes,Single,8.8,Mother,Son,Mother-Son
48,24,Male,Male,Yes,Divorced,14.3,Father,Son,Father-Son
63,13,Female,Female,Yes,Divorced,13.8,Grandmother,Granddaughter,Grandmother-Granddaughter
24,19,Male,Male,Yes,Single,2.5,Brother,Brother,Brother-Brother
21,26,Female,Female,Yes,Single,4.6,Sister,Sister,Sister-Sister
57,17,Male,Female,Yes,Widowed,8.1,Father,Daughter,Father-Daughter
5,1,Female,Female,Yes,Single,25.7,Sister,Sister,Sister-Sister
52,11,Female,Male,Yes,Married,4.2,Grandmother,Grandson,Grandmother-Grandson
54,1,Male,Male,Yes,Married,7.1,Father,Son,Father-Son
59,1,Male,Female,Yes,Single,19.4,Grandfather,Granddaughter,Grandfather-Granddaughter
53,15,Female,Male,Yes,Single,17.3,Grandmother,Grandson,Grandmother-Grandson
68,18,Male,Female,Yes,Married,14.6,Grandfather,Granddaughter,Grandfather-Granddaughter
52,1,Female,Female,Yes,Widowed,14.3,Grandmother,Granddaughter,Grandmother-Granddaughter
34,7,Female,Female,Yes,Married,14.8,Mother,Daughter,Mother-Daughter
37,68,Female,Female,No,Single,22.4,Roommate,Roommate,Unrelated
57,20,Male,Female,Yes,Widowed,28.7,Father,Daughter,Father-Daughter
49,30,Female,Male,Yes,Widowed,24.9,Mother,Son,Mother-Son
11,12,Male,Male,Yes,Single,5.9,Brother,Brother,Brother-Brother
9,10,Male,Female,Yes,Single,2.1,Brother,Sister,Brother-Sister
23,32,Female,Female,Yes,Single,11.3,Sister,Sister,Sister-Sister
55,11,Male,Male,Yes,Single,5.9,Father,Son,Father-Son
24,33,Male,Female,Yes,Single,12.9,Brother,Sister,Brother-Sister
8,17,Female,Female,Yes,Single,9.3,Sister,Sister,Sister-Sister
64,18,Male,Female,Yes,Widowed,6.1,Grandfather,Granddaughter,Grandfather-Granddaughter
17,25,Female,Female,Yes,Single,10.4,Sister,Sister,Sister-Sister
70,31,Male,Female,Yes,Divorced,5.4,Father,Daughter,Father-Daughter
25,6,Female,Male,Yes,Married,27.3,Mother,Son,Mother-Son
39,41,Male,Female,No,Single,4.2,Roommate,Roommate,Unrelated
75,34,Male,Male,Yes,Divorced,4.1,Grandfather,Grandson,Grandfather-Grandson
8,9,Male,Female,Yes,Single,8.6,Brother,Sister,Brother-Sister
15,21,Male,Female,Yes,Single,24.7,Brother,Sister,Brother-Sister
50,47,Male,Male,Yes,Single,11.2,Brother,Brother,Brother-Brother
52,60,Female,Female,Yes,Single,20.7,Sister,Sister,Sister-Sister
41,43,Female,Female,Yes,Single,20.1,Sister,Sister,Sister-Sister
43,6,Female,Male,Yes,Single,12.3,Mother,Son,Mother-Son
58,13,Male,Female,Yes,Widowed,16.3,Grandfather,Granddaughter,Grandfather-Granddaughter
33,7,Male,Male,Yes,Divorced,22.4,Father,Son,Father-Son
41,10,Male,Male,Yes,Widowed,4.3,Father,Son,Father-Son
25,31,Male,Male,Yes,Single,10.6,Brother,Brother,Brother-Brother
6,15,Male,Female,Yes,Single,20.3,Brother,Sister,Brother-Sister
55,58,Female,Female,No,Single,24.4,Roommate,Roommate,Unrelated
45,1,Male,Female,Yes,Divorced,1.6,Father,Daughter,Father-Daughter
66,23,Female,Female,Yes,Married,13.5,Grandmother,Granddaughter,Grandmother-Granddaughter
48,55,Male,Male,Yes,Single,19.7,Brother,Brother,Brother-Brother
27,0,Female,Female,Yes,Divorced,27.7,Mother,Daughter,Mother-Daughter
68,30,Female,Male,Yes,Widowed,12.6,Grandmother,Grandson,Grandmother-Grandson
43,14,Male,Male,Yes,Widowed,12.6,Father,Son,Father-Son
80,3,Male,Male,Yes,Married,26.7,Grandfather,Grandson,Grandfather-Grandson
60,66,Female,Female,Yes,Single,24.5,Sister,Sister,Sister-Sister
83,39,Male,Male,Yes,Single,27.3,Grandfather,Grandson,Grandfather-Grandson
63,15,Female,Female,Yes,Widowed,22.3,Grandmother,Granddaughter,Grandmother-Granddaughter
10,16,Female,Female,Yes,Single,10.6,Sister,Sister,Sister-Sister
