order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,,scj,Aalopuri,Vadapav,Panipuri,Frankie,sandwich,Cd coffee,,,,
957,02-08-2023,Panipuri,Fastfood,20,3,60,Online,Mrs.,Midnight,Wednesday,,,,,,,,,,,
958,5/22/2022,Sandwich,Fastfood,60,11,660,Online,Mrs.,Night,5/22/2022,,,,,,,,,,,
959,11/28/2022,Vadapav,Fastfood,20,8,160,Online,Mrs.,Midnight,11/28/2022,,,,,,,,,,,
960,08-12-2022,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Evening,Thursday,,,,,,,,,,,
961,3/14/2023,Frankie,Fastfood,50,13,650,Cash,Mr.,Night,3/14/2023,,,,,,,,,,,
962,5/18/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Afternoon,5/18/2022,,,,,,,,,,,
963,10-05-2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Morning,Tuesday,,,,,,,,,,,
964,05-07-2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening,Tuesday,,,,,,,,,,,
965,10-08-2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Wednesday,,,,,,,,,,,
966,3/19/2023,Panipuri,Fastfood,20,11,220,Online,Mrs.,Morning,3/19/2023,,,,,,,,,,,
967,6/29/2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon,6/29/2022,,,,,,,,,,,
968,08-09-2022,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,
969,11-06-2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Morning,Saturday,,,,,,,,,,,
970,11/21/2022,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Afternoon,11/21/2022,,,,,,,,,,,
971,10-02-2022,Frankie,Fastfood,50,2,100,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,
972,03-11-2023,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,
973,06-07-2022,Sugarcane juice,Beverages,25,1,25,,Mrs.,Morning,Wednesday,,,,,,,,,,,
974,1/28/2023,Vadapav,Fastfood,20,13,260,Online,Mr.,Afternoon,1/28/2023,,,,,,,,,,,
975,1/15/2023,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Midnight,1/15/2023,,,,,,,,,,,
976,4/17/2022,Sugarcane juice,Beverages,25,11,275,,Mrs.,Morning,4/17/2022,,,,,,,,,,,
977,01-05-2023,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Evening,Monday,,,,,,,,,,,
978,10-08-2022,Frankie,Fastfood,50,2,100,Online,Mr.,Night,Wednesday,,,,,,,,,,,
979,5/21/2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,5/21/2022,,,,,,,,,,,
980,6/20/2022,Vadapav,Fastfood,20,9,180,Online,Mr.,Morning,6/20/2022,,,,,,,,,,,
981,1/22/2023,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight,1/22/2023,,,,,,,,,,,
982,3/30/2023,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night,3/30/2023,,,,,,,,,,,
983,3/17/2023,Cold coffee,Beverages,40,10,400,,Mrs.,Night,3/17/2023,,,,,,,,,,,
984,01-07-2023,Frankie,Fastfood,50,3,150,Cash,Mr.,Afternoon,Saturday,,,,,,,,,,,
985,6/14/2022,Frankie,Fastfood,50,1,50,Cash,Mrs.,Afternoon,6/14/2022,,,,,,,,,,,
986,4/30/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Night,4/30/2022,,,,,,,,,,,
987,01-04-2023,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,
988,01-03-2023,Frankie,Fastfood,50,13,650,,Mrs.,Night,Wednesday,,,,,,,,,,,
989,10-11-2022,Cold coffee,Beverages,40,13,520,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,
990,11/24/2022,Vadapav,Fastfood,20,10,200,Online,Mrs.,Morning,11/24/2022,,,,,,,,,,,
991,1/18/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night,1/18/2023,,,,,,,,,,,
992,10/21/2022,Sandwich,Fastfood,60,5,300,Cash,Mr.,Morning,10/21/2022,,,,,,,,,,,
993,7/17/2022,Frankie,Fastfood,50,3,150,Online,Mrs.,Night,7/17/2022,,,,,,,,,,,
994,11-01-2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening,Tuesday,,,,,,,,,,,
995,6/18/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night,6/18/2022,,,,,,,,,,,
996,3/19/2023,Frankie,Fastfood,50,10,500,,Mrs.,Evening,3/19/2023,,,,,,,,,,,
997,9/20/2022,Sandwich,Fastfood,60,7,420,,Mr.,Evening,9/20/2022,,,,,,,,,,,
998,1/26/2023,Sandwich,Fastfood,60,13,780,,Mr.,Evening,1/26/2023,,,,,,,,,,,
999,8/27/2022,Panipuri,Fastfood,20,5,100,,Mrs.,Afternoon,8/27/2022,,,,,,,,,,,
1000,5/29/2022,Aalopuri,Fastfood,20,3,60,Online,Mrs.,Midnight,5/29/2022,,,,,,,,,,,
