order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,,received_by,time_of_sale,Day,,,,,,,,,,,,,,,,,,
824,18-01-2023,Vadapav,Fastfood,20,2,40,Online,Online,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
825,30-10-2022,Panipuri,Fastfood,20,14,280,Cash,Cash,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
826,02-12-2022,Sandwich,Fastfood,60,15,900,Cash,Cash,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
827,06-01-2023,Sandwich,Fastfood,60,12,720,Cash,Cash,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
828,18-08-2022,Panipuri,Fastfood,20,6,120,Cash,Cash,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
829,19-09-2022,Cold coffee,Beverages,40,6,240,Cash,Cash,Mr.,Night,Monday,,,,,,,,,,,,,,,,,,
830,28-11-2022,Cold coffee,Beverages,40,9,360,,Credit,Mr.,Night,Monday,,,,,,,,,,,,,,,,,,
831,01-08-2022,Frankie,Fastfood,50,5,250,Online,Online,Mrs.,Morning,Monday,,,,,,,,,,,,,,,,,,
832,06-06-2022,Sugarcane juice,Beverages,25,4,100,Cash,Cash,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
833,01-09-2022,Panipuri,Fastfood,20,2,40,Online,Online,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
834,25-05-2022,Sugarcane juice,Beverages,25,14,350,Cash,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
835,27-09-2022,Sugarcane juice,Beverages,25,7,175,Online,Online,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
836,31-08-2022,Vadapav,Fastfood,20,2,40,Cash,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
837,19-05-2022,Aalopuri,Fastfood,20,7,140,Cash,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
838,31-07-2022,Cold coffee,Beverages,40,9,360,Online,Online,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
839,08-05-2022,Sugarcane juice,Beverages,25,4,100,Cash,Cash,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
840,18-02-2023,Cold coffee,Beverages,40,15,600,,Credit,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
841,03-02-2023,Vadapav,Fastfood,20,9,180,Cash,Cash,Mr.,Night,Friday,,,,,,,,,,,,,,,,,,
842,25-05-2022,Panipuri,Fastfood,20,2,40,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
843,04-07-2022,Sugarcane juice,Beverages,25,1,25,Cash,Cash,Mrs.,Morning,Monday,,,,,,,,,,,,,,,,,,
844,04-05-2022,Sugarcane juice,Beverages,25,13,325,Cash,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
845,01-07-2022,Cold coffee,Beverages,40,6,240,Online,Online,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
846,20-04-2022,Aalopuri,Fastfood,20,5,100,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
847,14-08-2022,Panipuri,Fastfood,20,11,220,Online,Online,Mr.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
848,10-11-2022,Frankie,Fastfood,50,9,450,Cash,Cash,Mr.,Night,Thursday,,,,,,,,,,,,,,,,,,
849,03-11-2022,Cold coffee,Beverages,40,10,400,Cash,Cash,Mrs.,Night,Thursday,,,,,,,,,,,,,,,,,,
850,20-08-2022,Vadapav,Fastfood,20,3,60,Online,Online,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
851,28-01-2023,Aalopuri,Fastfood,20,15,300,Online,Online,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
852,05-05-2022,Sugarcane juice,Beverages,25,8,200,Online,Online,Mr.,Night,Thursday,,,,,,,,,,,,,,,,,,
853,17-02-2023,Cold coffee,Beverages,40,3,120,Online,Online,Mrs.,Midnight,Friday,,,,,,,,,,,,,,,,,,
854,14-10-2022,Cold coffee,Beverages,40,14,560,Online,Online,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
855,23-10-2022,Vadapav,Fastfood,20,5,100,Online,Online,Mr.,Evening,Sunday,,,,,,,,,,,,,,,,,,
856,04-05-2022,Aalopuri,Fastfood,20,11,220,Cash,Cash,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
857,08-11-2022,Sugarcane juice,Beverages,25,14,350,Online,Online,Mrs.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
858,22-11-2022,Cold coffee,Beverages,40,9,360,Cash,Cash,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
859,08-10-2022,Sandwich,Fastfood,60,11,660,Cash,Cash,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
860,16-07-2022,Cold coffee,Beverages,40,5,200,Cash,Cash,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
861,24-01-2023,Sugarcane juice,Beverages,25,8,200,Cash,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
862,10-03-2023,Frankie,Fastfood,50,7,350,Online,Online,Mr.,Night,Friday,,,,,,,,,,,,,,,,,,
863,08-09-2022,Frankie,Fastfood,50,9,450,Online,Online,Mr.,Night,Thursday,,,,,,,,,,,,,,,,,,
864,20-08-2022,Cold coffee,Beverages,40,9,360,Online,Online,Mr.,Morning,Saturday,,,,,,,,,,,,,,,,,,
865,23-01-2023,Sugarcane juice,Beverages,25,6,150,Cash,Cash,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
866,13-08-2022,Frankie,Fastfood,50,10,500,Online,Online,Mr.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
867,26-01-2023,Frankie,Fastfood,50,15,750,Cash,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
868,17-08-2022,Aalopuri,Fastfood,20,13,260,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
869,26-06-2022,Panipuri,Fastfood,20,9,180,Online,Online,Mr.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
870,31-10-2022,Cold coffee,Beverages,40,5,200,Online,Online,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
871,07-12-2022,Vadapav,Fastfood,20,14,280,,Credit,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
872,14-07-2022,Sandwich,Fastfood,60,12,720,Cash,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
873,09-05-2022,Sugarcane juice,Beverages,25,1,25,Online,Online,Mr.,Night,Monday,,,,,,,,,,,,,,,,,,
874,09-05-2022,Cold coffee,Beverages,40,4,160,Cash,Cash,Mr.,Midnight,Monday,,,,,,,,,,,,,,,,,,
875,05-08-2022,Vadapav,Fastfood,20,15,300,Cash,Cash,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
876,10-06-2022,Cold coffee,Beverages,40,8,320,Online,Online,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
877,27-10-2022,Sugarcane juice,Beverages,25,14,350,Cash,Cash,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
878,12-08-2022,Sandwich,Fastfood,60,6,360,Online,Online,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
879,06-11-2022,Cold coffee,Beverages,40,9,360,Cash,Cash,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
880,25-06-2022,Sugarcane juice,Beverages,25,5,125,Cash,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
881,25-05-2022,Sandwich,Fastfood,60,2,120,Cash,Cash,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
882,23-04-2022,Panipuri,Fastfood,20,9,180,Online,Online,Mr.,Morning,Saturday,,,,,,,,,,,,,,,,,,
883,24-08-2022,Aalopuri,Fastfood,20,5,100,Online,Online,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
884,01-03-2023,Vadapav,Fastfood,20,12,240,Online,Online,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
885,16-10-2022,Sugarcane juice,Beverages,25,4,100,Cash,Cash,Mr.,Evening,Sunday,,,,,,,,,,,,,,,,,,
886,21-07-2022,Sugarcane juice,Beverages,25,4,100,Cash,Cash,Mrs.,Night,Thursday,,,,,,,,,,,,,,,,,,
887,24-10-2022,Aalopuri,Fastfood,20,3,60,Cash,Cash,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
888,05-09-2022,Vadapav,Fastfood,20,8,160,Cash,Cash,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
889,12-04-2022,Vadapav,Fastfood,20,10,200,Online,Online,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
890,03-03-2023,Sugarcane juice,Beverages,25,5,125,Cash,Cash,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
891,27-12-2022,Cold coffee,Beverages,40,11,440,Cash,Cash,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
892,14-07-2022,Sugarcane juice,Beverages,25,7,175,Online,Online,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
893,13-07-2022,Sugarcane juice,Beverages,25,12,300,Cash,Cash,Mrs.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
894,19-03-2023,Sandwich,Fastfood,60,15,900,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
895,03-01-2023,Sugarcane juice,Beverages,25,11,275,Cash,Cash,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
896,30-10-2022,Aalopuri,Fastfood,20,13,260,Cash,Cash,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
897,22-08-2022,Aalopuri,Fastfood,20,6,120,Online,Online,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
898,02-03-2023,Frankie,Fastfood,50,8,400,Cash,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
899,24-01-2023,Aalopuri,Fastfood,20,7,140,Cash,Cash,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
900,07-12-2022,Sugarcane juice,Beverages,25,9,225,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
901,24-12-2022,Vadapav,Fastfood,20,7,140,Online,Online,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
902,23-11-2022,Frankie,Fastfood,50,4,200,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
903,01-01-2023,Aalopuri,Fastfood,20,15,300,Online,Online,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
904,12-03-2023,Aalopuri,Fastfood,20,4,80,Cash,Cash,Mrs.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
905,13-12-2022,Frankie,Fastfood,50,15,750,Cash,Cash,Mrs.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
906,04-04-2022,Sandwich,Fastfood,60,15,900,Cash,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
907,19-10-2022,Cold coffee,Beverages,40,4,160,,Credit,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
908,06-03-2023,Sandwich,Fastfood,60,7,420,Cash,Cash,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
909,21-02-2023,Cold coffee,Beverages,40,12,480,Online,Online,Mrs.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
910,09-10-2022,Panipuri,Fastfood,20,1,20,Cash,Cash,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
911,09-04-2022,Sandwich,Fastfood,60,1,60,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
912,17-09-2022,Aalopuri,Fastfood,20,6,120,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
913,15-02-2023,Frankie,Fastfood,50,15,750,Online,Online,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
914,01-03-2023,Sandwich,Fastfood,60,14,840,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
915,07-10-2022,Cold coffee,Beverages,40,7,280,Online,Online,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
916,17-11-2022,Cold coffee,Beverages,40,15,600,,Credit,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
917,15-05-2022,Vadapav,Fastfood,20,15,300,Online,Online,Mr.,Evening,Sunday,,,,,,,,,,,,,,,,,,
918,12-11-2022,Panipuri,Fastfood,20,6,120,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
919,03-01-2023,Vadapav,Fastfood,20,8,160,Online,Online,Mrs.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
920,12-07-2022,Frankie,Fastfood,50,13,650,Online,Online,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
921,21-09-2022,Vadapav,Fastfood,20,14,280,Cash,Cash,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
922,13-06-2022,Frankie,Fastfood,50,5,250,Online,Online,Mrs.,Evening,Monday,,,,,,,,,,,,,,,,,,
923,30-05-2022,Cold coffee,Beverages,40,3,120,Online,Online,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
924,17-12-2022,Panipuri,Fastfood,20,14,280,Cash,Cash,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
925,10-04-2022,Frankie,Fastfood,50,4,200,Online,Online,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
926,27-02-2023,Frankie,Fastfood,50,15,750,Cash,Cash,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
927,02-12-2022,Cold coffee,Beverages,40,6,240,,Credit,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
928,07-04-2022,Sandwich,Fastfood,60,11,660,Online,Online,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
929,06-06-2022,Frankie,Fastfood,50,9,450,Online,Online,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
930,27-11-2022,Sugarcane juice,Beverages,25,10,250,Online,Online,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
931,26-06-2022,Aalopuri,Fastfood,20,15,300,Cash,Cash,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
932,18-10-2022,Sandwich,Fastfood,60,9,540,Online,Online,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
933,21-01-2023,Sugarcane juice,Beverages,25,15,375,Online,Online,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
934,19-09-2022,Cold coffee,Beverages,40,4,160,Cash,Cash,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
935,17-02-2023,Sandwich,Fastfood,60,12,720,Cash,Cash,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
936,10-08-2022,Panipuri,Fastfood,20,2,40,,Credit,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
937,22-06-2022,Panipuri,Fastfood,20,4,80,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
938,10-08-2022,Sugarcane juice,Beverages,25,14,350,Cash,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
939,19-02-2023,Vadapav,Fastfood,20,15,300,Online,Online,Mr.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
940,07-02-2023,Sugarcane juice,Beverages,25,14,350,Online,Online,Mrs.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
941,10-02-2023,Cold coffee,Beverages,40,10,400,Online,Online,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
942,20-07-2022,Frankie,Fastfood,50,6,300,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
943,30-06-2022,Vadapav,Fastfood,20,6,120,Cash,Cash,Mrs.,Night,Thursday,,,,,,,,,,,,,,,,,,
944,12-05-2022,Aalopuri,Fastfood,20,2,40,Cash,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
945,15-05-2022,Cold coffee,Beverages,40,2,80,Online,Online,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
946,21-02-2023,Sandwich,Fastfood,60,8,480,Cash,Cash,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
947,16-08-2022,Aalopuri,Fastfood,20,11,220,Online,Online,Mr.,Night,Tuesday,,,,,,,,,,,,,,,,,,
948,16-01-2023,Sandwich,Fastfood,60,10,600,Online,Online,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
949,07-01-2023,Panipuri,Fastfood,20,1,20,Cash,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,,,,,,,,
950,25-09-2022,Frankie,Fastfood,50,6,300,Online,Online,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
951,11-11-2022,Panipuri,Fastfood,20,11,220,Cash,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
952,24-09-2022,Aalopuri,Fastfood,20,14,280,Cash,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,,,,,,,,
953,10-11-2022,Sandwich,Fastfood,60,2,120,Online,Online,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
954,31-01-2023,Aalopuri,Fastfood,20,3,60,Cash,Cash,Mrs.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
955,27-01-2023,Sugarcane juice,Beverages,25,7,175,Online,Online,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
956,30-04-2022,Frankie,Fastfood,50,13,650,Online,Online,Mr.,Morning,Saturday,,,,,,,,,,,,,,,,,,
957,08-02-2023,Panipuri,Fastfood,20,3,60,Online,Online,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
958,22-05-2022,Sandwich,Fastfood,60,11,660,Online,Online,Mrs.,Night,Sunday,,,,,,,,,,,,,,,,,,
959,28-11-2022,Vadapav,Fastfood,20,8,160,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
960,12-08-2022,Sugarcane juice,Beverages,25,15,375,Online,Online,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
961,14-03-2023,Frankie,Fastfood,50,13,650,Cash,Cash,Mr.,Night,Tuesday,,,,,,,,,,,,,,,,,,
962,18-05-2022,Frankie,Fastfood,50,13,650,Online,Online,Mrs.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
963,05-10-2022,Vadapav,Fastfood,20,6,120,Cash,Cash,Mrs.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
964,07-05-2022,Cold coffee,Beverages,40,8,320,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
965,08-10-2022,Frankie,Fastfood,50,5,250,Online,Online,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
966,19-03-2023,Panipuri,Fastfood,20,11,220,Online,Online,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
967,29-06-2022,Cold coffee,Beverages,40,14,560,Cash,Cash,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
968,09-08-2022,Cold coffee,Beverages,40,15,600,Cash,Cash,Mrs.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
969,06-11-2022,Cold coffee,Beverages,40,11,440,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
970,21-11-2022,Aalopuri,Fastfood,20,5,100,Online,Online,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
971,02-10-2022,Frankie,Fastfood,50,2,100,Cash,Cash,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
972,11-03-2023,Aalopuri,Fastfood,20,1,20,Cash,Cash,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
973,07-06-2022,Sugarcane juice,Beverages,25,1,25,,Credit,Mrs.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
974,28-01-2023,Vadapav,Fastfood,20,13,260,Online,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
975,15-01-2023,Aalopuri,Fastfood,20,1,20,Cash,Cash,Mr.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
976,17-04-2022,Sugarcane juice,Beverages,25,11,275,,Credit,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
977,05-01-2023,Aalopuri,Fastfood,20,1,20,Cash,Cash,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
978,08-10-2022,Frankie,Fastfood,50,2,100,Online,Online,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
979,21-05-2022,Aalopuri,Fastfood,20,13,260,Cash,Cash,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
980,20-06-2022,Vadapav,Fastfood,20,9,180,Online,Online,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
981,22-01-2023,Panipuri,Fastfood,20,15,300,Online,Online,Mr.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
982,30-03-2023,Sugarcane juice,Beverages,25,14,350,Cash,Cash,Mrs.,Night,Thursday,,,,,,,,,,,,,,,,,,
983,17-03-2023,Cold coffee,Beverages,40,10,400,,Credit,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
984,07-01-2023,Frankie,Fastfood,50,3,150,Cash,Cash,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
985,14-06-2022,Frankie,Fastfood,50,1,50,Cash,Cash,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
986,30-04-2022,Sugarcane juice,Beverages,25,13,325,Online,Online,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
987,04-01-2023,Vadapav,Fastfood,20,3,60,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
988,03-01-2023,Frankie,Fastfood,50,13,650,,Credit,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
989,11-10-2022,Cold coffee,Beverages,40,13,520,Cash,Cash,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
990,24-11-2022,Vadapav,Fastfood,20,10,200,Online,Online,Mrs.,Morning,Thursday,,,,,,,,,,,,,,,,,,
991,18-01-2023,Sandwich,Fastfood,60,7,420,Cash,Cash,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
992,21-10-2022,Sandwich,Fastfood,60,5,300,Cash,Cash,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
993,17-07-2022,Frankie,Fastfood,50,3,150,Online,Online,Mrs.,Night,Sunday,,,,,,,,,,,,,,,,,,
994,01-11-2022,Panipuri,Fastfood,20,2,40,Online,Online,Mrs.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
995,18-06-2022,Sugarcane juice,Beverages,25,1,25,Online,Online,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
996,19-03-2023,Frankie,Fastfood,50,10,500,,Credit,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
997,20-09-2022,Sandwich,Fastfood,60,7,420,,Credit,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
998,26-01-2023,Sandwich,Fastfood,60,13,780,,Credit,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
999,27-08-2022,Panipuri,Fastfood,20,5,100,,Credit,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
1000,29-05-2022,Aalopuri,Fastfood,20,3,60,Online,Online,Mrs.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
